commodity,location,year,irrigated,non_irr,total
MUSTARD,30055,2012,720,0,720
OATS,30055,2012,0,136,136
PEAS,30055,2012,0,20193,20193
SAFFLOWER,30055,2012,0,650,650
SOYBEANS,30055,2012,0,670,670
WHEAT,30055,2012,306,79626,79932
BARLEY,30057,2012,4420,2011,6431
BEANS,30057,2012,0,1,1
HAY,30057,2012,60675,4070,64745
HAY & HAYLAGE,30057,2012,68594,6962,75556
HAYLAGE,30057,2012,1035,164,1199
ONIONS,30057,2012,1,0,1
POTATOES,30057,2012,0,948,948
SQUASH,30057,2012,1,0,1
SWEET CORN,30057,2012,1,0,1
TOMATOES,30057,2012,1,0,1
VEGETABLE TOTALS,30057,2012,952,0,952
WHEAT,30057,2012,496,2975,3471
BARLEY,30059,2012,4769,3845,8614
HAY,30059,2012,24877,6515,31392
HAY & HAYLAGE,30059,2012,27223,7376,34599
HAYLAGE,30059,2012,90,20,110
OATS,30059,2012,618,0,618
WHEAT,30059,2012,0,2573,2573
HAY,30061,2012,459,576,1035
HAY & HAYLAGE,30061,2012,652,1003,1655
HAYLAGE,30061,2012,0,102,102
BARLEY,30063,2012,0,358,358
BEANS,30063,2012,0,2,2
BEETS,30063,2012,1,0,1
CABBAGE,30063,2012,1,0,1
CARROTS,30063,2012,1,0,1
GARLIC,30063,2012,1,0,1
HAY,30063,2012,5695,5550,11245
HAY & HAYLAGE,30063,2012,9914,4906,14820
HAYLAGE,30063,2012,287,20,307
LETTUCE,30063,2012,2,0,2
ONIONS,30063,2012,2,0,2
POTATOES,30063,2012,0,3,3
PUMPKINS,30063,2012,5,0,5
SQUASH,30063,2012,12,0,12
SWEET CORN,30063,2012,13,0,13
TOMATOES,30063,2012,3,0,3
"VEGETABLES, OTHER",30063,2012,2,0,2
VEGETABLE TOTALS,30063,2012,51,0,51
WHEAT,30063,2012,0,410,410
BARLEY,30065,2012,219,4021,4240
CORN,30065,2012,550,0,550
HAY,30065,2012,8144,23043,31187
HAY & HAYLAGE,30065,2012,8245,27284,35529
HAYLAGE,30065,2012,0,546,546
WHEAT,30065,2012,0,15677,15677
BARLEY,30067,2012,3821,2282,6103
CARROTS,30067,2012,1,0,1
GARLIC,30067,2012,1,0,1
HAY,30067,2012,31135,10610,41745
HAY & HAYLAGE,30067,2012,34423,11095,45518
HAYLAGE,30067,2012,400,641,1041
OATS,30067,2012,0,344,344
POTATOES,30067,2012,0,1,1
SQUASH,30067,2012,1,0,1
TOMATOES,30067,2012,1,0,1
VEGETABLE TOTALS,30067,2012,15,0,15
WHEAT,30067,2012,579,5459,6038
BARLEY,30069,2012,0,1878,1878
HAY,30069,2012,9452,11772,21224
HAY & HAYLAGE,30069,2012,9837,13973,23810
WHEAT,30069,2012,0,45423,45423
BARLEY,30071,2012,380,6555,6935
CORN,30071,2012,0,772,772
FLAXSEED,30071,2012,0,1300,1300
GRASSES & LEGUMES TOTALS,30071,2012,886,0,886
HAY,30071,2012,21699,47046,68745
HAY & HAYLAGE,30071,2012,25121,53803,78924
HAYLAGE,30071,2012,0,351,351
LENTILS,30071,2012,0,2520,2520
OATS,30071,2012,0,296,296
PEAS,30071,2012,0,5869,5869
BARLEY,30073,2012,24651,70014,94665
BEANS,30073,2012,0,1,1
CABBAGE,30073,2012,2,0,2
CANOLA,30073,2012,2781,1225,4006
CARROTS,30073,2012,1,0,1
HAY,30073,2012,16745,16547,33292
HAY & HAYLAGE,30073,2012,18115,19698,37813
HAYLAGE,30073,2012,319,1084,1403
LENTILS,30073,2012,231,3178,3409
MUSTARD,30073,2012,770,0,770
OATS,30073,2012,0,365,365
ONIONS,30073,2012,1,0,1
PEAS,30073,2012,1444,6087,7531
POTATOES,30073,2012,0,16,16
SQUASH,30073,2012,2,0,2
SWEET CORN,30073,2012,4,0,4
TOMATOES,30073,2012,1,0,1
VEGETABLE TOTALS,30073,2012,43,0,43
WHEAT,30073,2012,2606,70186,72792
BARLEY,30075,2012,266,3966,4232
GRASSES & LEGUMES TOTALS,30075,2012,979,0,979
HAY,30075,2012,8552,37310,45862
HAY & HAYLAGE,30075,2012,9569,40326,49895
HAYLAGE,30075,2012,0,1452,1452
OATS,30075,2012,0,116,116
WHEAT,30075,2012,0,13359,13359
BARLEY,30077,2012,215,0,215
HAY,30077,2012,26037,5999,32036
HAY & HAYLAGE,30077,2012,39100,6245,45345
BARLEY,30079,2012,362,2982,3344
CORN,30079,2012,0,1668,1668
GRASSES & LEGUMES TOTALS,30079,2012,447,0,447
HAY,30079,2012,2649,11845,14494
HAY & HAYLAGE,30079,2012,2702,13949,16651
HAYLAGE,30079,2012,0,125,125
OATS,30079,2012,0,544,544
PEAS,30079,2012,0,2857,2857
SUGARBEETS,30079,2012,1253,0,1253
WHEAT,30079,2012,0,12874,12874
BARLEY,30081,2012,746,0,746
BEANS,30081,2012,0,2,2
BLACKBERRIES,30081,2012,1,0,1
BLUEBERRIES,30081,2012,1,0,1
CARROTS,30081,2012,3,0,3
CORN,30081,2012,381,0,381
GARLIC,30081,2012,4,0,4
HAY,30081,2012,20857,2196,23053
HAY & HAYLAGE,30081,2012,33389,2977,36366
HAYLAGE,30081,2012,0,2085,2085
MELONS,30081,2012,1,0,1
OATS,30081,2012,42,0,42
ONIONS,30081,2012,3,0,3
POTATOES,30081,2012,0,35,35
PUMPKINS,30081,2012,7,0,7
RASPBERRIES,30081,2012,3,0,3
SQUASH,30081,2012,6,0,6
STRAWBERRIES,30081,2012,3,0,3
SWEET CORN,30081,2012,2,0,2
TOMATOES,30081,2012,5,0,5
"VEGETABLES, OTHER",30081,2012,4,0,4
VEGETABLE TOTALS,30081,2012,81,0,81
WHEAT,30081,2012,300,706,1006
BARLEY,30083,2012,11498,10337,21835
CORN,30083,2012,7818,2302,10120
HAY,30083,2012,9104,28234,37338
HAY & HAYLAGE,30083,2012,10446,39461,49907
HAYLAGE,30083,2012,0,2469,2469
LENTILS,30083,2012,0,3004,3004
OATS,30083,2012,0,1585,1585
PEAS,30083,2012,0,2601,2601
SAFFLOWER,30083,2012,0,3861,3861
SOYBEANS,30083,2012,0,1218,1218
SUGARBEETS,30083,2012,16695,0,16695
WHEAT,30083,2012,4494,18099,22593
BARLEY,30085,2012,705,4909,5614
CANOLA,30085,2012,0,1118,1118
CORN,30085,2012,160,430,590
FLAXSEED,30085,2012,0,2606,2606
HAY,30085,2012,0,38471,38471
HAY & HAYLAGE,30085,2012,4851,40154,45005
HAYLAGE,30085,2012,0,898,898
LENTILS,30085,2012,0,10969,10969
MUSTARD,30085,2012,1372,0,1372
OATS,30085,2012,0,154,154
PEAS,30085,2012,0,17458,17458
SAFFLOWER,30085,2012,0,414,414
SUGARBEETS,30085,2012,890,0,890
WHEAT,30085,2012,0,33388,33388
BARLEY,30087,2012,2777,1040,3817
CORN,30087,2012,0,7940,7940
HAY,30087,2012,12629,15727,28356
HAY & HAYLAGE,30087,2012,15081,16303,31384
HAYLAGE,30087,2012,612,0,612
PUMPKINS,30087,2012,1,0,1
SUGARBEETS,30087,2012,2568,0,2568
SWEET CORN,30087,2012,5,0,5
VEGETABLE TOTALS,30087,2012,7,0,7
WHEAT,30087,2012,425,34676,35101
BEANS,30089,2012,0,1,1
GARLIC,30089,2012,2,0,2
HAY,30089,2012,10620,8987,19607
HAY & HAYLAGE,30089,2012,11871,13228,25099
HAYLAGE,30089,2012,0,138,138
ONIONS,30089,2012,1,0,1
POTATOES,30089,2012,0,2,2
SQUASH,30089,2012,3,0,3
SWEET CORN,30089,2012,3,0,3
TOMATOES,30089,2012,1,0,1
VEGETABLE TOTALS,30089,2012,30,0,30
WHEAT,30089,2012,0,280,280
BARLEY,30091,2012,827,4597,5424
CANOLA,30091,2012,0,7462,7462
CORN,30091,2012,380,1477,1857
FLAXSEED,30091,2012,0,1876,1876
HAY,30091,2012,850,32165,33015
HAY & HAYLAGE,30091,2012,1074,42377,43451
HAYLAGE,30091,2012,0,1016,1016
LENTILS,30091,2012,178,70617,70795
MUSTARD,30091,2012,3540,0,3540
OATS,30091,2012,0,320,320
PEAS,30091,2012,908,43078,43986
SOYBEANS,30091,2012,0,2231,2231
WHEAT,30091,2012,0,9933,9933
HAY,30093,2012,2995,391,3386
HAY & HAYLAGE,30093,2012,3211,545,3756
BARLEY,30095,2012,651,4243,4894
CORN,30095,2012,1696,230,1926
HAY,30095,2012,6663,16474,23137
HAY & HAYLAGE,30095,2012,11600,17467,29067
HAYLAGE,30095,2012,0,320,320
OATS,30095,2012,0,210,210
PEAS,30095,2012,0,350,350
WHEAT,30095,2012,0,23715,23715
BARLEY,30097,2012,454,317,771
HAY,30097,2012,17186,5244,22430
HAY & HAYLAGE,30097,2012,20128,7235,27363
HAYLAGE,30097,2012,0,639,639
OATS,30097,2012,0,251,251
WHEAT,30097,2012,330,1164,1494
BARLEY,30099,2012,49620,35449,85069
CABBAGE,30099,2012,1,0,1
CANOLA,30099,2012,1664,49,1713
CORN,30099,2012,0,74,74
"FIELD CROPS, OTHER",30099,2012,0,476,476
HAY,30099,2012,29602,13646,43248
HAY & HAYLAGE,30099,2012,30457,16149,46606
HAYLAGE,30099,2012,466,611,1077
LENTILS,30099,2012,0,3641,3641
MUSTARD,30099,2012,478,0,478
OATS,30099,2012,0,227,227
ONIONS,30099,2012,2,0,2
PEAS,30099,2012,1906,3213,5119
POTATOES,30099,2012,0,17,17
SQUASH,30099,2012,5,0,5
SWEET CORN,30099,2012,3,0,3
VEGETABLE TOTALS,30099,2012,37,0,37
WHEAT,30099,2012,1421,8956,10377
BARLEY,30101,2012,1451,86592,88043
CANOLA,30101,2012,0,4507,4507
CORN,30101,2012,365,0,365
HAY,30101,2012,2295,16255,18550
HAY & HAYLAGE,30101,2012,2415,18697,21112
HAYLAGE,30101,2012,0,370,370
LENTILS,30101,2012,0,480,480
MUSTARD,30101,2012,1302,0,1302
PEAS,30101,2012,0,13510,13510
TOMATOES,30101,2012,3,0,3
VEGETABLE TOTALS,30101,2012,3,0,3
WHEAT,30101,2012,0,30915,30915
BARLEY,30103,2012,0,3568,3568
CORN,30103,2012,2297,2851,5148
GRASSES & LEGUMES TOTALS,30103,2012,342,0,342
HAY,30103,2012,3414,1568,4982
HAY & HAYLAGE,30103,2012,3789,4270,8059
SUGARBEETS,30103,2012,3849,0,3849
WHEAT,30103,2012,0,4645,4645
BARLEY,30105,2012,1227,5189,6416
CANOLA,30105,2012,0,5529,5529
CORN,30105,2012,2875,100,2975
FLAXSEED,30105,2012,0,5357,5357
HAY,30105,2012,22592,38245,60837
HAY & HAYLAGE,30105,2012,24367,40261,64628
LENTILS,30105,2012,0,18241,18241
MUSTARD,30105,2012,2701,0,2701
OATS,30105,2012,0,587,587
PEAS,30105,2012,551,47920,48471
SOYBEANS,30105,2012,0,627,627
WHEAT,30105,2012,537,37810,38347
BARLEY,30107,2012,620,8148,8768
HAY,30107,2012,12194,17281,29475
HAY & HAYLAGE,30107,2012,18372,21587,39959
POTATOES,30107,2012,0,9,9
VEGETABLE TOTALS,30107,2012,19,0,19
WHEAT,30107,2012,762,13447,14209
BARLEY,30109,2012,0,1695,1695
BUCKWHEAT,30109,2012,0,237,237
CANOLA,30109,2012,0,902,902
CORN,30109,2012,0,1210,1210
HAY,30109,2012,0,20449,20449
HAY & HAYLAGE,30109,2012,53,26215,26268
HAYLAGE,30109,2012,0,624,624
LENTILS,30109,2012,0,3671,3671
OATS,30109,2012,0,468,468
PEAS,30109,2012,0,4377,4377
SAFFLOWER,30109,2012,0,1828,1828
SUNFLOWER,30109,2012,0,1926,1926
WHEAT,30109,2012,0,14965,14965
BARLEY,30111,2012,12576,4408,16984
CORN,30111,2012,12992,11313,24305
CUCUMBERS,30111,2012,1,0,1
HAY,30111,2012,14552,23840,38392
HAY & HAYLAGE,30111,2012,17255,27859,45114
HAYLAGE,30111,2012,305,355,660
LENTILS,30111,2012,0,7400,7400
MELONS,30111,2012,1,0,1
OATS,30111,2012,0,172,172
ONIONS,30111,2012,2,0,2
PEAS,30111,2012,0,8114,8114
POTATOES,30111,2012,0,2,2
SQUASH,30111,2012,12,0,12
SUGARBEETS,30111,2012,7579,0,7579
SUNFLOWER,30111,2012,0,1864,1864
TOMATOES,30111,2012,7,0,7
VEGETABLE TOTALS,30111,2012,145,0,145
WHEAT,30111,2012,418,66593,67011
BARLEY,41001,2012,495,417,912
BEANS,41001,2012,0,1,1
CARROTS,41001,2012,1,0,1
CORN,41001,2012,870,0,870
CUCUMBERS,41001,2012,1,0,1
HAY,41001,2012,39513,6276,45789
HAY & HAYLAGE,41001,2012,49955,9930,59885
HAYLAGE,41001,2012,148,1347,1495
OATS,41001,2012,0,257,257
ONIONS,41001,2012,1,0,1
POTATOES,41001,2012,0,5762,5762
PUMPKINS,41001,2012,5,0,5
SWEET CORN,41001,2012,2,0,2
TOMATOES,41001,2012,5,0,5
VEGETABLE TOTALS,41001,2012,5783,0,5783
WHEAT,41001,2012,0,7793,7793
BEANS,41003,2012,0,489,489
BLACKBERRIES,41003,2012,34,0,34
BLUEBERRIES,41003,2012,100,0,100
BOYSENBERRIES,41003,2012,4,0,4
BROCCOLI,41003,2012,6,0,6
CARROTS,41003,2012,9,0,9
CUCUMBERS,41003,2012,3,0,3
GARLIC,41003,2012,1,0,1
GRASSES & LEGUMES TOTALS,41003,2012,33660,0,33660
GREENS,41003,2012,23,0,23
HAY,41003,2012,0,1799,1799
HAY & HAYLAGE,41003,2012,916,8070,8986
HAYLAGE,41003,2012,0,1202,1202
LETTUCE,41003,2012,14,0,14
MINT,41003,2012,0,1060,1060
OATS,41003,2012,0,625,625
ONIONS,41003,2012,8,0,8
PEPPERS,41003,2012,2,0,2
PUMPKINS,41003,2012,105,0,105
RASPBERRIES,41003,2012,14,0,14
SQUASH,41003,2012,9,0,9
STRAWBERRIES,41003,2012,13,0,13
SUGARBEETS,41003,2012,0,414,414
SWEET CORN,41003,2012,2132,0,2132
TOMATOES,41003,2012,10,0,10
"VEGETABLES, OTHER",41003,2012,2,0,2
VEGETABLE TOTALS,41003,2012,3130,0,3130
WHEAT,41003,2012,0,5838,5838
BARLEY,41005,2012,0,639,639
BEANS,41005,2012,0,634,634
BLACKBERRIES,41005,2012,977,0,977
BLUEBERRIES,41005,2012,767,0,767
BROCCOLI,41005,2012,1,0,1
BUCKWHEAT,41005,2012,0,100,100
CARROTS,41005,2012,11,0,11
CORN,41005,2012,564,36,600
CUCUMBERS,41005,2012,311,0,311
EGGPLANT,41005,2012,1,0,1
"FIELD CROPS, OTHER",41005,2012,0,262,262
GARLIC,41005,2012,3,0,3
GRASSES & LEGUMES TOTALS,41005,2012,5720,0,5720
GREENS,41005,2012,59,0,59
HAY,41005,2012,1018,6649,7667
HAY & HAYLAGE,41005,2012,2170,18406,20576
HAYLAGE,41005,2012,0,2364,2364
HERBS,41005,2012,0,109,109
LETTUCE,41005,2012,317,0,317
MELONS,41005,2012,1,0,1
OATS,41005,2012,0,595,595
ONIONS,41005,2012,4,0,4
PEPPERS,41005,2012,6,0,6
POTATOES,41005,2012,0,52,52
PUMPKINS,41005,2012,215,0,215
RHUBARB,41005,2012,304,0,304
SHORT TERM WOODY CROPS,41005,2012,119,0,119
SPINACH,41005,2012,62,0,62
SQUASH,41005,2012,388,0,388
STRAWBERRIES,41005,2012,223,0,223
SUGARBEETS,41005,2012,0,155,155
SWEET CORN,41005,2012,1068,0,1068
TOMATOES,41005,2012,41,0,41
"VEGETABLES, OTHER",41005,2012,179,0,179
VEGETABLE TOTALS,41005,2012,3996,0,3996
WHEAT,41005,2012,0,3400,3400
BEANS,41007,2012,0,1,1
BEETS,41007,2012,7,0,7
CARROTS,41007,2012,7,0,7
CUCUMBERS,41007,2012,1,0,1
HAY & HAYLAGE,41007,2012,0,3782,3782
HAYLAGE,41007,2012,0,1969,1969
POTATOES,41007,2012,0,21,21
SWEET CORN,41007,2012,1,0,1
TOMATOES,41007,2012,1,0,1
VEGETABLE TOTALS,41007,2012,40,0,40
BARLEY,41009,2012,0,51,51
BEANS,41009,2012,0,2,2
BLUEBERRIES,41009,2012,14,0,14
HAY,41009,2012,0,5610,5610
HAY & HAYLAGE,41009,2012,375,8891,9266
HAYLAGE,41009,2012,225,1117,1342
ONIONS,41009,2012,1,0,1
POTATOES,41009,2012,0,1,1
PUMPKINS,41009,2012,22,0,22
STRAWBERRIES,41009,2012,1,0,1
SWEET CORN,41009,2012,1,0,1
TOMATOES,41009,2012,1,0,1
VEGETABLE TOTALS,41009,2012,32,0,32
WHEAT,41009,2012,0,279,279
BEANS,41011,2012,0,1,1
BLUEBERRIES,41011,2012,24,0,24
CARROTS,41011,2012,1,0,1
CRANBERRIES,41011,2012,1770,0,1770
CUCUMBERS,41011,2012,1,0,1
HAY,41011,2012,0,394,394
HAY & HAYLAGE,41011,2012,4421,6983,11404
HAYLAGE,41011,2012,2760,1318,4078
POTATOES,41011,2012,0,2,2
PUMPKINS,41011,2012,13,0,13
STRAWBERRIES,41011,2012,1,0,1
SWEET CORN,41011,2012,1,0,1
TOMATOES,41011,2012,2,0,2
"VEGETABLES, OTHER",41011,2012,2,0,2
VEGETABLE TOTALS,41011,2012,27,0,27
CUCUMBERS,41013,2012,1,0,1
HAY,41013,2012,12158,13154,25312
HAY & HAYLAGE,41013,2012,30628,8963,39591
HAYLAGE,41013,2012,1184,0,1184
ONIONS,41013,2012,1,0,1
SWEET CORN,41013,2012,1,0,1
VEGETABLE TOTALS,41013,2012,9,0,9
WHEAT,41013,2012,558,387,945
BEANS,41015,2012,0,1,1
BROCCOLI,41015,2012,1,0,1
CARROTS,41015,2012,1,0,1
CRANBERRIES,41015,2012,995,0,995
GARLIC,41015,2012,1,0,1
GREENS,41015,2012,1,0,1
HAY & HAYLAGE,41015,2012,235,950,1185
HERBS,41015,2012,0,1,1
LETTUCE,41015,2012,2,0,2
ONIONS,41015,2012,1,0,1
POTATOES,41015,2012,0,1,1
RASPBERRIES,41015,2012,1,0,1
SQUASH,41015,2012,1,0,1
STRAWBERRIES,41015,2012,1,0,1
TOMATOES,41015,2012,2,0,2
"VEGETABLES, OTHER",41015,2012,5,0,5
VEGETABLE TOTALS,41015,2012,15,0,15
BEANS,41017,2012,0,3,3
CARROTS,41017,2012,3,0,3
CUCUMBERS,41017,2012,2,0,2
GRASSES & LEGUMES TOTALS,41017,2012,70,0,70
HAY,41017,2012,7485,2979,10464
HAY & HAYLAGE,41017,2012,20192,1062,21254
HAYLAGE,41017,2012,0,1108,1108
ONIONS,41017,2012,3,0,3
PEAS,41017,2012,300,0,300
POTATOES,41017,2012,0,8,8
SQUASH,41017,2012,2,0,2
SWEET CORN,41017,2012,5,0,5
TOMATOES,41017,2012,3,0,3
VEGETABLE TOTALS,41017,2012,79,0,79
WHEAT,41017,2012,0,1096,1096
BARLEY,41019,2012,0,62,62
BEANS,41019,2012,0,18,18
BEETS,41019,2012,1,0,1
BLACKBERRIES,41019,2012,19,0,19
BOYSENBERRIES,41019,2012,2,0,2
BROCCOLI,41019,2012,4,0,4
CABBAGE,41019,2012,1,0,1
CARROTS,41019,2012,10,0,10
CUCUMBERS,41019,2012,16,0,16
GARLIC,41019,2012,7,0,7
GRASSES & LEGUMES TOTALS,41019,2012,1410,0,1410
GREENS,41019,2012,2,0,2
HAY,41019,2012,1515,7715,9230
HAY & HAYLAGE,41019,2012,7619,25520,33139
HAYLAGE,41019,2012,493,1410,1903
LETTUCE,41019,2012,1,0,1
MELONS,41019,2012,54,0,54
ONIONS,41019,2012,13,0,13
PEPPERS,41019,2012,9,0,9
POTATOES,41019,2012,0,4,4
PUMPKINS,41019,2012,35,0,35
SQUASH,41019,2012,54,0,54
SWEET CORN,41019,2012,80,0,80
TOMATOES,41019,2012,62,0,62
VEGETABLE TOTALS,41019,2012,392,0,392
WHEAT,41019,2012,0,484,484
BARLEY,41021,2012,0,7053,7053
HAY,41021,2012,503,125,628
HAY & HAYLAGE,41021,2012,1916,804,2720
WHEAT,41021,2012,0,98724,98724
BLUEBERRIES,41023,2012,4,0,4
HAY,41023,2012,19273,4874,24147
HAY & HAYLAGE,41023,2012,24754,7379,32133
HAYLAGE,41023,2012,0,377,377
PUMPKINS,41023,2012,1,0,1
BEETS,41025,2012,1,0,1
GRASSES & LEGUMES TOTALS,41025,2012,736,0,736
GREENS,41025,2012,1,0,1
HAY,41025,2012,122283,10839,133122
HAY & HAYLAGE,41025,2012,14080,3261,17341
HAYLAGE,41025,2012,0,6328,6328
TOMATOES,41025,2012,1,0,1
"VEGETABLES, OTHER",41025,2012,1,0,1
VEGETABLE TOTALS,41025,2012,4,0,4
WHEAT,41025,2012,419,0,419
ASPARAGUS,41027,2012,28,0,28
BEANS,41027,2012,0,4,4
BLUEBERRIES,41027,2012,139,0,139
BOYSENBERRIES,41027,2012,2,0,2
CARROTS,41027,2012,3,0,3
CUCUMBERS,41027,2012,3,0,3
GARLIC,41027,2012,1,0,1
GREENS,41027,2012,1,0,1
HAY,41027,2012,403,0,403
HAY & HAYLAGE,41027,2012,1593,93,1686
HAYLAGE,41027,2012,381,0,381
HERBS,41027,2012,0,1,1
LETTUCE,41027,2012,1,0,1
ONIONS,41027,2012,4,0,4
PEPPERS,41027,2012,1,0,1
POTATOES,41027,2012,0,4,4
PUMPKINS,41027,2012,10,0,10
RASPBERRIES,41027,2012,3,0,3
SHORT TERM WOODY CROPS,41027,2012,7,0,7
SQUASH,41027,2012,3,0,3
STRAWBERRIES,41027,2012,5,0,5
SWEET CORN,41027,2012,4,0,4
TOMATOES,41027,2012,4,0,4
VEGETABLE TOTALS,41027,2012,78,0,78
ASPARAGUS,41029,2012,14,0,14
BARLEY,41029,2012,64,224,288
BEANS,41029,2012,0,13,13
BEETS,41029,2012,9,0,9
BLACKBERRIES,41029,2012,2,0,2
BLUEBERRIES,41029,2012,8,0,8
BROCCOLI,41029,2012,4,0,4
CARROTS,41029,2012,7,0,7
CORN,41029,2012,7,62,69
CUCUMBERS,41029,2012,15,0,15
"FIELD CROPS, OTHER",41029,2012,0,12,12
GARLIC,41029,2012,3,0,3
HAY,41029,2012,3340,2360,5700
HAY & HAYLAGE,41029,2012,13917,4132,18049
HAYLAGE,41029,2012,0,1678,1678
HERBS,41029,2012,0,1,1
LETTUCE,41029,2012,3,0,3
MELONS,41029,2012,31,0,31
ONIONS,41029,2012,15,0,15
PEPPERS,41029,2012,7,0,7
POTATOES,41029,2012,0,12,12
PUMPKINS,41029,2012,69,0,69
RADISHES,41029,2012,2,0,2
RASPBERRIES,41029,2012,6,0,6
SQUASH,41029,2012,24,0,24
SWEET CORN,41029,2012,113,0,113
"VEGETABLES, OTHER",41029,2012,6,0,6
VEGETABLE TOTALS,41029,2012,401,0,401
WHEAT,41029,2012,8,411,419
BARLEY,41031,2012,0,170,170
"FIELD CROPS, OTHER",41031,2012,0,435,435
GARLIC,41031,2012,198,0,198
GRASSES & LEGUMES TOTALS,41031,2012,4509,0,4509
HAY,41031,2012,10924,2579,13503
HAY & HAYLAGE,41031,2012,18189,1952,20141
HAYLAGE,41031,2012,0,1131,1131
MINT,41031,2012,289,605,894
SWEET CORN,41031,2012,1,0,1
VEGETABLE TOTALS,41031,2012,694,0,694
WHEAT,41031,2012,5739,2079,7818
BEANS,41033,2012,0,7,7
BEETS,41033,2012,5,0,5
CARROTS,41033,2012,14,0,14
CORN,41033,2012,74,0,74
CUCUMBERS,41033,2012,6,0,6
GARLIC,41033,2012,5,0,5
GREENS,41033,2012,5,0,5
HAY,41033,2012,202,864,1066
HAY & HAYLAGE,41033,2012,4024,1257,5281
HAYLAGE,41033,2012,925,35,960
HERBS,41033,2012,0,5,5
LETTUCE,41033,2012,13,0,13
ONIONS,41033,2012,13,0,13
PEPPERS,41033,2012,4,0,4
POTATOES,41033,2012,0,6,6
PUMPKINS,41033,2012,24,0,24
RASPBERRIES,41033,2012,1,0,1
SPINACH,41033,2012,2,0,2
SQUASH,41033,2012,16,0,16
STRAWBERRIES,41033,2012,3,0,3
SWEET CORN,41033,2012,54,0,54
TOMATOES,41033,2012,22,0,22
"VEGETABLES, OTHER",41033,2012,40,0,40
VEGETABLE TOTALS,41033,2012,244,0,244
BARLEY,41035,2012,11072,5317,16389
BEANS,41035,2012,0,2,2
CARROTS,41035,2012,2,0,2
CUCUMBERS,41035,2012,1,0,1
HAY,41035,2012,51708,8811,60519
HAY & HAYLAGE,41035,2012,64336,13301,77637
HAYLAGE,41035,2012,0,2577,2577
OATS,41035,2012,1013,1021,2034
POTATOES,41035,2012,0,8296,8296
PUMPKINS,41035,2012,3,0,3
SWEET CORN,41035,2012,2,0,2
TOMATOES,41035,2012,2,0,2
"VEGETABLES, OTHER",41035,2012,2,0,2
VEGETABLE TOTALS,41035,2012,8592,0,8592
CUCUMBERS,41037,2012,1,0,1
HAY,41037,2012,79414,4483,83897
HAY & HAYLAGE,41037,2012,93801,-83796,10005
HAYLAGE,41037,2012,0,4194,4194
OATS,41037,2012,0,1125,1125
ONIONS,41037,2012,1,0,1
POTATOES,41037,2012,0,2,2
SWEET CORN,41037,2012,2,0,2
TOMATOES,41037,2012,1,0,1
VEGETABLE TOTALS,41037,2012,9,0,9
BARLEY,41039,2012,0,19,19
BEANS,41039,2012,0,306,306
BEETS,41039,2012,8,0,8
BLACKBERRIES,41039,2012,18,0,18
BROCCOLI,41039,2012,32,0,32
BRUSSELS SPROUTS,41039,2012,1,0,1
CABBAGE,41039,2012,6,0,6
CARROTS,41039,2012,30,0,30
CAULIFLOWER,41039,2012,5,0,5
CORN,41039,2012,24,1628,1652
CUCUMBERS,41039,2012,31,0,31
GARLIC,41039,2012,11,0,11
GRASSES & LEGUMES TOTALS,41039,2012,40820,0,40820
GREENS,41039,2012,3,0,3
HAY,41039,2012,590,7822,8412
HAY & HAYLAGE,41039,2012,3077,25439,28516
HAYLAGE,41039,2012,539,1890,2429
HERBS,41039,2012,0,7,7
LENTILS,41039,2012,0,94,94
LETTUCE,41039,2012,24,0,24
MELONS,41039,2012,17,0,17
MINT,41039,2012,0,1787,1787
OATS,41039,2012,0,291,291
ONIONS,41039,2012,33,0,33
PEPPERS,41039,2012,14,0,14
POTATOES,41039,2012,0,30,30
PUMPKINS,41039,2012,396,0,396
RASPBERRIES,41039,2012,27,0,27
SHORT TERM WOODY CROPS,41039,2012,17,0,17
SPINACH,41039,2012,9,0,9
SQUASH,41039,2012,58,0,58
STRAWBERRIES,41039,2012,57,0,57
SUGARBEETS,41039,2012,0,366,366
SWEET CORN,41039,2012,458,0,458
TOMATOES,41039,2012,40,0,40
"VEGETABLES, OTHER",41039,2012,83,0,83
VEGETABLE TOTALS,41039,2012,1610,0,1610
WHEAT,41039,2012,0,7472,7472
BEANS,41041,2012,0,1,1
CUCUMBERS,41041,2012,1,0,1
HAY,41041,2012,0,1681,1681
HAY & HAYLAGE,41041,2012,0,3278,3278
HAYLAGE,41041,2012,0,116,116
LETTUCE,41041,2012,1,0,1
ONIONS,41041,2012,1,0,1
POTATOES,41041,2012,0,5,5
SWEET CORN,41041,2012,1,0,1
TOMATOES,41041,2012,3,0,3
VEGETABLE TOTALS,41041,2012,20,0,20
BARLEY,41043,2012,0,35,35
BEANS,41043,2012,0,1033,1033
BEETS,41043,2012,20,0,20
BLUEBERRIES,41043,2012,836,0,836
BOYSENBERRIES,41043,2012,14,0,14
BROCCOLI,41043,2012,8,0,8
BRUSSELS SPROUTS,41043,2012,1,0,1
CABBAGE,41043,2012,3,0,3
CARROTS,41043,2012,4,0,4
CAULIFLOWER,41043,2012,154,0,154
CORN,41043,2012,668,1,669
CUCUMBERS,41043,2012,18,0,18
CURRANTS,41043,2012,8,0,8
"FIELD CROPS, OTHER",41043,2012,0,994,994
FLAXSEED,41043,2012,0,529,529
GARLIC,41043,2012,6,0,6
