"source_desc","crops","location","year","total","irrigated"
"SURVEY","BARLEY","53013",2009,3600,NA
"SURVEY","BARLEY","53023",2009,4000,NA
"SURVEY","BARLEY","53043",2009,19700,NA
"SURVEY","BARLEY","53063",2009,14000,NA
"SURVEY","BARLEY","53075",2009,40500,NA
"SURVEY","BARLEY","53ag30",2009,16800,NA
"SURVEY","BARLEY","53ag50",2009,22000,NA
"SURVEY","BARLEY","53ag90",2009,51400,NA
"SURVEY","BARLEY","53ag98",2009,6800,NA
"SURVEY","BEANS, DRY EDIBLE","53",2009,60000,NA
"SURVEY","BEANS, DRY EDIBLE","53025",2009,15500,NA
"SURVEY","BEANS, DRY EDIBLE","53075",2009,25500,NA
"SURVEY","BEANS, DRY EDIBLE","53ag50",2009,27000,NA
"SURVEY","BEANS, DRY EDIBLE","53ag90",2009,32000,NA
"SURVEY","BEANS, DRY EDIBLE","53ag98",2009,1000,NA
"SURVEY","BEANS, DRY EDIBLE, BLACK","53",2009,2600,NA
"SURVEY","BEANS, DRY EDIBLE, CHICKPEAS","53",2009,31100,NA
"SURVEY","BEANS, DRY EDIBLE, CHICKPEAS, LARGE","53",2009,31100,NA
"SURVEY","BEANS, DRY EDIBLE, OTHER","53",2009,6800,NA
"SURVEY","BEANS, DRY EDIBLE, PINK","53",2009,3200,NA
"SURVEY","BEANS, DRY EDIBLE, PINTO","53",2009,12100,NA
"SURVEY","BEANS, DRY EDIBLE, SMALL, RED","53",2009,2700,NA
"SURVEY","BEANS, DRY EDIBLE, SMALL, WHITE","53",2009,1500,NA
"SURVEY","BLUEBERRIES, TAME","53",2009,4800,NA
"SURVEY","CARROTS, PROCESSING","53",2009,3800,NA
"SURVEY","CORN, GRAIN","53",2009,105000,NA
"SURVEY","CORN, GRAIN","53021",2009,19000,NA
"SURVEY","CORN, GRAIN","53025",2009,41500,NA
"SURVEY","CORN, GRAIN","53ag20",2009,29400,NA
"SURVEY","CORN, GRAIN","53ag50",2009,72000,NA
"SURVEY","CORN, GRAIN","53ag98",2009,3600,NA
"SURVEY","CORN, SILAGE","53",2009,65000,NA
"SURVEY","CRANBERRIES","53",2009,1700,NA
"SURVEY","FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES","53",2009,3547000,NA
"SURVEY","HAY","53",2009,810000,NA
"SURVEY","HAY & HAYLAGE","53",2009,878000,NA
"SURVEY","HAY & HAYLAGE, (EXCL ALFALFA)","53",2009,370000,NA
"SURVEY","HAY & HAYLAGE, ALFALFA","53",2009,508000,NA
"SURVEY","HAY, (EXCL ALFALFA)","53",2009,320000,NA
"SURVEY","HAY, (EXCL ALFALFA)","53001",2009,6000,NA
"SURVEY","HAY, (EXCL ALFALFA)","53009",2009,3000,NA
"SURVEY","HAY, (EXCL ALFALFA)","53015",2009,3000,NA
"SURVEY","HAY, (EXCL ALFALFA)","53025",2009,25000,NA
"SURVEY","HAY, (EXCL ALFALFA)","53037",2009,36000,NA
"SURVEY","HAY, (EXCL ALFALFA)","53063",2009,22500,NA
"SURVEY","HAY, (EXCL ALFALFA)","53077",2009,7500,NA
"SURVEY","HAY, (EXCL ALFALFA)","53ag10",2009,109000,NA
"SURVEY","HAY, (EXCL ALFALFA)","53ag20",2009,69000,NA
"SURVEY","HAY, (EXCL ALFALFA)","53ag30",2009,51000,NA
"SURVEY","HAY, (EXCL ALFALFA)","53ag50",2009,71000,NA
"SURVEY","HAY, (EXCL ALFALFA)","53ag90",2009,20000,NA
"SURVEY","HAY, ALFALFA","53",2009,490000,NA
"SURVEY","HAY, ALFALFA","53019",2009,4000,NA
"SURVEY","HAY, ALFALFA","53021",2009,79000,NA
"SURVEY","HAY, ALFALFA","53025",2009,118000,NA
"SURVEY","HAY, ALFALFA","53051",2009,1000,NA
"SURVEY","HAY, ALFALFA","53063",2009,34000,NA
"SURVEY","HAY, ALFALFA","53065",2009,35000,NA
"SURVEY","HAY, ALFALFA","53ag20",2009,147000,NA
"SURVEY","HAY, ALFALFA","53ag30",2009,74000,NA
"SURVEY","HAY, ALFALFA","53ag50",2009,233000,NA
"SURVEY","HAY, ALFALFA","53ag98",2009,36000,NA
"SURVEY","HAYLAGE","53",2009,1e+05,NA
"SURVEY","HAYLAGE, (EXCL ALFALFA)","53",2009,77000,NA
"SURVEY","HAYLAGE, ALFALFA","53",2009,23000,NA
"SURVEY","HOPS","53",2009,29588,NA
"SURVEY","LENTILS","53",2009,75000,NA
"SURVEY","MINT, PEPPERMINT, OIL","53",2009,16500,NA
"SURVEY","MINT, SPEARMINT, NATIVE, OIL","53",2009,8500,NA
"SURVEY","MINT, SPEARMINT, OIL","53",2009,13800,NA
"SURVEY","MINT, SPEARMINT, SCOTCH, OIL","53",2009,5300,NA
"SURVEY","OATS","53",2009,2000,NA
"SURVEY","ONIONS, DRY, SUMMER, NON-STORAGE","53",2009,2000,NA
"SURVEY","ONIONS, DRY, SUMMER, STORAGE","53",2009,21000,NA
"SURVEY","PEAS, DRY EDIBLE","53",2009,85000,NA
"SURVEY","PEAS, GREEN, PROCESSING","53",2009,40200,NA
"SURVEY","POTATOES","53",2009,143000,NA
"SURVEY","POTATOES","53001",2009,22500,NA
"SURVEY","POTATOES","53005",2009,27000,NA
"SURVEY","POTATOES","53021",2009,33000,NA
"SURVEY","POTATOES","53025",2009,31500,NA
"SURVEY","POTATOES","53043",2009,2500,NA
"SURVEY","POTATOES","53057",2009,10000,NA
"SURVEY","POTATOES","53071",2009,11000,NA
"SURVEY","POTATOES","53073",2009,2000,NA
"SURVEY","POTATOES","53077",2009,1500,NA
"SURVEY","POTATOES","53ag10",2009,12500,NA
"SURVEY","POTATOES","53ag20",2009,29000,NA
"SURVEY","POTATOES","53ag30",2009,1000,NA
"SURVEY","POTATOES","53ag50",2009,89500,NA
"SURVEY","POTATOES","53ag90",2009,11000,NA
"SURVEY","POTATOES, FALL","53",2009,143000,NA
"SURVEY","RASPBERRIES, RED","53",2009,9700,NA
"SURVEY","STRAWBERRIES","53",2009,1500,NA
"SURVEY","SWEET CORN, FRESH MARKET","53",2009,11500,NA
"SURVEY","SWEET CORN, PROCESSING","53",2009,81700,NA
"SURVEY","VEGETABLE TOTALS, 10 MAJOR, VARIES BY SEASON, PROCESSING","53",2009,130100,NA
"SURVEY","VEGETABLE TOTALS, 34 MAJOR, VARIES BY SEASON, FRESH MARKET","53",2009,42000,NA
"SURVEY","WHEAT","53",2009,2265000,NA
"SURVEY","WHEAT, SPRING, (EXCL DURUM)","53",2009,585000,NA
"SURVEY","WHEAT, SPRING, (EXCL DURUM)","53013",2009,25700,NA
"SURVEY","WHEAT, SPRING, (EXCL DURUM)","53023",2009,27000,NA
"SURVEY","WHEAT, SPRING, (EXCL DURUM)","53043",2009,121500,NA
"SURVEY","WHEAT, SPRING, (EXCL DURUM)","53063",2009,59000,NA
"SURVEY","WHEAT, SPRING, (EXCL DURUM)","53065",2009,1800,NA
"SURVEY","WHEAT, SPRING, (EXCL DURUM)","53075",2009,187500,NA
"SURVEY","WHEAT, SPRING, (EXCL DURUM)","53ag30",2009,61400,NA
"SURVEY","WHEAT, SPRING, (EXCL DURUM)","53ag50",2009,214500,NA
"SURVEY","WHEAT, SPRING, (EXCL DURUM)","53ag90",2009,268500,NA
"SURVEY","WHEAT, SPRING, (EXCL DURUM)","53ag98",2009,40600,NA
"SURVEY","WHEAT, WINTER","53",2009,1680000,NA
"SURVEY","WHEAT, WINTER","53001",2009,2e+05,NA
"SURVEY","WHEAT, WINTER","53003",2009,20000,NA
"SURVEY","WHEAT, WINTER","53005",2009,73500,NA
"SURVEY","WHEAT, WINTER","53013",2009,65000,NA
"SURVEY","WHEAT, WINTER","53017",2009,160000,NA
"SURVEY","WHEAT, WINTER","53021",2009,60000,NA
"SURVEY","WHEAT, WINTER","53023",2009,57000,NA
"SURVEY","WHEAT, WINTER","53025",2009,113000,NA
"SURVEY","WHEAT, WINTER","53043",2009,254000,NA
"SURVEY","WHEAT, WINTER","53057",2009,3500,NA
"SURVEY","WHEAT, WINTER","53063",2009,90800,NA
"SURVEY","WHEAT, WINTER","53065",2009,3200,NA
"SURVEY","WHEAT, WINTER","53071",2009,177000,NA
"SURVEY","WHEAT, WINTER","53075",2009,314000,NA
"SURVEY","WHEAT, WINTER","53077",2009,14900,NA
"SURVEY","WHEAT, WINTER","53ag10",2009,5000,NA
"SURVEY","WHEAT, WINTER","53ag20",2009,121000,NA
"SURVEY","WHEAT, WINTER","53ag30",2009,94000,NA
"SURVEY","WHEAT, WINTER","53ag50",2009,787000,NA
"SURVEY","WHEAT, WINTER","53ag90",2009,633000,NA
"SURVEY","ARTICHOKES","06",2010,7200,NA
"SURVEY","ASPARAGUS","06",2010,11500,NA
"SURVEY","BARLEY","06",2010,75000,NA
"SURVEY","BARLEY","06019",2010,16000,NA
"SURVEY","BARLEY","06047",2010,3800,NA
"SURVEY","BARLEY","06079",2010,16000,NA
"SURVEY","BARLEY","06089",2010,200,NA
"SURVEY","BARLEY","06093",2010,6700,NA
"SURVEY","BARLEY","06113",2010,3400,NA
"SURVEY","BARLEY","06ag20",2010,6900,NA
"SURVEY","BARLEY","06ag30",2010,3900,NA
"SURVEY","BARLEY","06ag40",2010,19500,NA
"SURVEY","BARLEY","06ag50",2010,6700,NA
"SURVEY","BARLEY","06ag51",2010,35000,NA
"SURVEY","BARLEY","06ag80",2010,3000,NA
"SURVEY","BEANS, DRY EDIBLE","06",2010,63000,NA
"SURVEY","BEANS, DRY EDIBLE","06083",2010,1200,NA
"SURVEY","BEANS, DRY EDIBLE","06ag80",2010,1200,NA
"SURVEY","BEANS, DRY EDIBLE","06ag98",2010,61800,NA
"SURVEY","BEANS, DRY EDIBLE, BLACK","06",2010,600,NA
"SURVEY","BEANS, DRY EDIBLE, BLACKEYE","06",2010,13100,NA
"SURVEY","BEANS, DRY EDIBLE, CHICKPEAS","06",2010,11000,NA
"SURVEY","BEANS, DRY EDIBLE, CHICKPEAS, LARGE","06",2010,11000,NA
"SURVEY","BEANS, DRY EDIBLE, DARK, RED, KIDNEY","06",2010,800,NA
"SURVEY","BEANS, DRY EDIBLE, LIGHT, RED, KIDNEY","06",2010,1000,NA
"SURVEY","BEANS, DRY EDIBLE, LIMA, BABY","06",2010,12200,NA
"SURVEY","BEANS, DRY EDIBLE, LIMA, LARGE","06",2010,17300,NA
"SURVEY","BEANS, DRY EDIBLE, OTHER","06",2010,7000,NA
"SURVEY","BEANS, SNAP, FRESH MARKET","06",2010,6100,NA
"SURVEY","BLUEBERRIES, TAME","06",2010,3900,NA
"SURVEY","BROCCOLI","06",2010,123000,NA
"SURVEY","CABBAGE, FRESH MARKET","06",2010,13500,NA
"SURVEY","CARROTS, FRESH MARKET","06",2010,56000,NA
"SURVEY","CARROTS, PROCESSING","06",2010,1000,NA
"SURVEY","CAULIFLOWER","06",2010,35000,NA
"SURVEY","CELERY","06",2010,26100,NA
"SURVEY","CORN, GRAIN","06",2010,180000,NA
"SURVEY","CORN, GRAIN","06011",2010,7000,NA
"SURVEY","CORN, GRAIN","06021",2010,8000,NA
"SURVEY","CORN, GRAIN","06067",2010,19800,NA
"SURVEY","CORN, GRAIN","06077",2010,53000,NA
"SURVEY","CORN, GRAIN","06095",2010,13000,NA
"SURVEY","CORN, GRAIN","06101",2010,8000,NA
"SURVEY","CORN, GRAIN","06103",2010,1500,NA
"SURVEY","CORN, GRAIN","06113",2010,17000,NA
"SURVEY","CORN, GRAIN","06ag50",2010,74800,NA
"SURVEY","CORN, GRAIN","06ag51",2010,98000,NA
"SURVEY","CORN, GRAIN","06ag98",2010,7200,NA
"SURVEY","CORN, SILAGE","06",2010,425000,NA
"SURVEY","CORN, SILAGE","06019",2010,31000,NA
"SURVEY","CORN, SILAGE","06029",2010,29000,NA
"SURVEY","CORN, SILAGE","06031",2010,48000,NA
"SURVEY","CORN, SILAGE","06039",2010,18000,NA
"SURVEY","CORN, SILAGE","06047",2010,67000,NA
"SURVEY","CORN, SILAGE","06065",2010,400,NA
"SURVEY","CORN, SILAGE","06077",2010,35000,NA
"SURVEY","CORN, SILAGE","06097",2010,400,NA
"SURVEY","CORN, SILAGE","06099",2010,46500,NA
"SURVEY","CORN, SILAGE","06107",2010,121000,NA
"SURVEY","CORN, SILAGE","06ag40",2010,4000,NA
"SURVEY","CORN, SILAGE","06ag50",2010,23100,NA
"SURVEY","CORN, SILAGE","06ag51",2010,395500,NA
"SURVEY","CORN, SILAGE","06ag80",2010,1500,NA
"SURVEY","CORN, SILAGE","06ag98",2010,900,NA
"SURVEY","COTTON","06",2010,303000,NA
"SURVEY","COTTON, PIMA","06",2010,180000,NA
"SURVEY","COTTON, PIMA","06019",2010,55300,NA
"SURVEY","COTTON, PIMA","06029",2010,32300,NA
"SURVEY","COTTON, PIMA","06031",2010,83100,NA
"SURVEY","COTTON, PIMA","06047",2010,7700,NA
"SURVEY","COTTON, PIMA","06ag51",2010,180000,NA
"SURVEY","COTTON, UPLAND","06",2010,123000,NA
"SURVEY","COTTON, UPLAND","06019",2010,14800,NA
"SURVEY","COTTON, UPLAND","06029",2010,20500,NA
"SURVEY","COTTON, UPLAND","06031",2010,15100,NA
"SURVEY","COTTON, UPLAND","06039",2010,3900,NA
"SURVEY","COTTON, UPLAND","06047",2010,31500,NA
"SURVEY","COTTON, UPLAND","06107",2010,21400,NA
"SURVEY","COTTON, UPLAND","06ag50",2010,4600,NA
"SURVEY","COTTON, UPLAND","06ag51",2010,107200,NA
"SURVEY","COTTON, UPLAND","06ag80",2010,11200,NA
"SURVEY","CUCUMBERS, FRESH MARKET","06",2010,3500,NA
"SURVEY","FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES","06",2010,3622000,NA
"SURVEY","GARLIC","06",2010,21900,NA
"SURVEY","HAY","06",2010,1480000,NA
"SURVEY","HAY & HAYLAGE","06",2010,1780000,NA
"SURVEY","HAY & HAYLAGE, (EXCL ALFALFA)","06",2010,820000,NA
"SURVEY","HAY & HAYLAGE, ALFALFA","06",2010,960000,NA
"SURVEY","HAY, (EXCL ALFALFA)","06",2010,550000,NA
"SURVEY","HAY, ALFALFA","06",2010,930000,NA
"SURVEY","HAYLAGE","06",2010,360000,NA
"SURVEY","HAYLAGE, (EXCL ALFALFA)","06",2010,290000,NA
"SURVEY","HAYLAGE, ALFALFA","06",2010,70000,NA
"SURVEY","LETTUCE, HEAD, FRESH MARKET","06",2010,98000,NA
"SURVEY","LETTUCE, LEAF, FRESH MARKET","06",2010,43500,NA
"SURVEY","LETTUCE, ROMAINE, FRESH MARKET","06",2010,61000,NA
"SURVEY","MELONS, CANTALOUP, FRESH MARKET","06",2010,39000,NA
"SURVEY","MELONS, HONEYDEW, FRESH MARKET","06",2010,12900,NA
"SURVEY","MELONS, WATERMELON, FRESH MARKET","06",2010,12700,NA
"SURVEY","MINT, PEPPERMINT, OIL","06",2010,3700,NA
"SURVEY","OATS","06",2010,25000,NA
"SURVEY","OATS","06ag98",2010,25000,NA
"SURVEY","ONIONS, DRY, SPRING","06",2010,6200,NA
"SURVEY","ONIONS, DRY, SUMMER, NON-STORAGE","06",2010,6600,NA
"SURVEY","ONIONS, DRY, SUMMER, STORAGE","06",2010,29000,NA
"SURVEY","PEPPERS, BELL","06",2010,20900,NA
"SURVEY","PEPPERS, CHILE","06",2010,6000,NA
"SURVEY","POTATOES","06",2010,33500,NA
"SURVEY","POTATOES, FALL","06",2010,6500,NA
"SURVEY","POTATOES, SPRING","06",2010,27000,NA
"SURVEY","PUMPKINS","06",2010,6200,NA
"SURVEY","RASPBERRIES","06",2010,5400,NA
"SURVEY","RICE","06",2010,553000,NA
"SURVEY","RICE","06007",2010,93000,NA
"SURVEY","RICE","06011",2010,151600,NA
"SURVEY","RICE","06021",2010,84900,NA
"SURVEY","RICE","06061",2010,12800,NA
"SURVEY","RICE","06077",2010,6400,NA
"SURVEY","RICE","06101",2010,114700,NA
"SURVEY","RICE","06113",2010,40600,NA
"SURVEY","RICE","06115",2010,38400,NA
"SURVEY","RICE","06ag50",2010,527000,NA
"SURVEY","RICE","06ag51",2010,13200,NA
"SURVEY","RICE","06ag60",2010,12800,NA
"SURVEY","RICE, LONG GRAIN","06",2010,6000,NA
"SURVEY","RICE, MEDIUM GRAIN","06",2010,505000,NA
"SURVEY","RICE, SHORT GRAIN","06",2010,42000,NA
"SURVEY","SAFFLOWER","06",2010,55500,NA
"SURVEY","SPINACH, FRESH MARKET","06",2010,18900,NA
"SURVEY","SPINACH, PROCESSING","06",2010,7300,NA
"SURVEY","SQUASH","06",2010,6700,NA
"SURVEY","STRAWBERRIES","06",2010,38600,NA
"SURVEY","SUGARBEETS","06",2010,25500,NA
"SURVEY","SUGARBEETS","06025",2010,25500,NA
"SURVEY","SUGARBEETS","06ag80",2010,25500,NA
"SURVEY","SUNFLOWER","06",2010,34000,NA
"SURVEY","SUNFLOWER, NON-OIL TYPE","06",2010,7000,NA
"SURVEY","SUNFLOWER, NON-OIL TYPE","06ag98",2010,7000,NA
"SURVEY","SUNFLOWER, OIL TYPE","06",2010,27000,NA
"SURVEY","SUNFLOWER, OIL TYPE","06ag98",2010,27000,NA
"SURVEY","SWEET CORN, FRESH MARKET","06",2010,32500,NA
"SURVEY","SWEET POTATOES","06",2010,18000,NA
"SURVEY","TOMATOES, IN THE OPEN, FRESH MARKET","06",2010,38000,NA
"SURVEY","TOMATOES, IN THE OPEN, PROCESSING","06",2010,270000,NA
"SURVEY","TOMATOES, IN THE OPEN, PROCESSING","06011",2010,14000,NA
"SURVEY","TOMATOES, IN THE OPEN, PROCESSING","06019",2010,1e+05,NA
"SURVEY","TOMATOES, IN THE OPEN, PROCESSING","06029",2010,14000,NA
"SURVEY","TOMATOES, IN THE OPEN, PROCESSING","06031",2010,34000,NA
"SURVEY","TOMATOES, IN THE OPEN, PROCESSING","06047",2010,18000,NA
"SURVEY","TOMATOES, IN THE OPEN, PROCESSING","06067",2010,2000,NA
"SURVEY","TOMATOES, IN THE OPEN, PROCESSING","06069",2010,2000,NA
"SURVEY","TOMATOES, IN THE OPEN, PROCESSING","06077",2010,24000,NA
"SURVEY","TOMATOES, IN THE OPEN, PROCESSING","06095",2010,9000,NA
"SURVEY","TOMATOES, IN THE OPEN, PROCESSING","06099",2010,9000,NA
"SURVEY","TOMATOES, IN THE OPEN, PROCESSING","06101",2010,7000,NA
"SURVEY","TOMATOES, IN THE OPEN, PROCESSING","06113",2010,32000,NA
"SURVEY","TOMATOES, IN THE OPEN, PROCESSING","06ag40",2010,5000,NA
"SURVEY","TOMATOES, IN THE OPEN, PROCESSING","06ag50",2010,64000,NA
"SURVEY","TOMATOES, IN THE OPEN, PROCESSING","06ag51",2010,201000,NA
"SURVEY","VEGETABLE TOTALS, 10 MAJOR, VARIES BY SEASON, PROCESSING","06",2010,297830,NA
"SURVEY","VEGETABLE TOTALS, 34 MAJOR, VARIES BY SEASON, FRESH MARKET","06",2010,741900,NA
"SURVEY","WHEAT","06",2010,425000,NA
"SURVEY","WHEAT, SPRING, DURUM","06",2010,75000,NA
"SURVEY","WHEAT, SPRING, DURUM","06025",2010,63000,NA
"SURVEY","WHEAT, SPRING, DURUM","06065",2010,1000,NA
"SURVEY","WHEAT, SPRING, DURUM","06ag80",2010,64000,NA
"SURVEY","WHEAT, SPRING, DURUM","06ag98",2010,31000,NA
"SURVEY","WHEAT, WINTER","06",2010,350000,NA
"SURVEY","WHEAT, WINTER","06011",2010,11600,NA
"SURVEY","WHEAT, WINTER","06019",2010,80800,NA
"SURVEY","WHEAT, WINTER","06021",2010,4200,NA
"SURVEY","WHEAT, WINTER","06029",2010,37800,NA
"SURVEY","WHEAT, WINTER","06031",2010,46100,NA
"SURVEY","WHEAT, WINTER","06039",2010,14200,NA
"SURVEY","WHEAT, WINTER","06047",2010,12700,NA
"SURVEY","WHEAT, WINTER","06065",2010,16400,NA
"SURVEY","WHEAT, WINTER","06077",2010,19600,NA
"SURVEY","WHEAT, WINTER","06095",2010,20100,NA
"SURVEY","WHEAT, WINTER","06099",2010,2000,NA
"SURVEY","WHEAT, WINTER","06101",2010,6500,NA
"SURVEY","WHEAT, WINTER","06107",2010,33800,NA
"SURVEY","WHEAT, WINTER","06113",2010,28600,NA
"SURVEY","WHEAT, WINTER","06115",2010,1000,NA
"SURVEY","WHEAT, WINTER","06ag30",2010,4000,NA
"SURVEY","WHEAT, WINTER","06ag40",2010,2500,NA
"SURVEY","WHEAT, WINTER","06ag50",2010,81000,NA
"SURVEY","WHEAT, WINTER","06ag51",2010,247000,NA
"SURVEY","WHEAT, WINTER","06ag80",2010,20700,NA
"SURVEY","WHEAT, WINTER","06ag98",2010,4800,NA
"SURVEY","BARLEY","16",2010,470000,NA
"SURVEY","BARLEY","16001",2010,700,NA
"SURVEY","BARLEY","16005",2010,5900,NA
"SURVEY","BARLEY","16009",2010,1700,NA
"SURVEY","BARLEY","16011",2010,12500,NA
"SURVEY","BARLEY","16013",2010,11800,NA
"SURVEY","BARLEY","16019",2010,53000,NA
"SURVEY","BARLEY","16021",2010,1700,NA
"SURVEY","BARLEY","16023",2010,11800,NA
"SURVEY","BARLEY","16025",2010,12200,NA
"SURVEY","BARLEY","16027",2010,600,NA
"SURVEY","BARLEY","16029",2010,47100,NA
"SURVEY","BARLEY","16031",2010,33100,NA
"SURVEY","BARLEY","16041",2010,6400,NA
"SURVEY","BARLEY","16043",2010,41800,NA
"SURVEY","BARLEY","16045",2010,700,NA
"SURVEY","BARLEY","16049",2010,6600,NA
"SURVEY","BARLEY","16051",2010,44800,NA
"SURVEY","BARLEY","16053",2010,16700,NA
"SURVEY","BARLEY","16057",2010,5800,NA
"SURVEY","BARLEY","16061",2010,6600,NA
"SURVEY","BARLEY","16065",2010,37400,NA
"SURVEY","BARLEY","16067",2010,27000,NA
"SURVEY","BARLEY","16069",2010,7500,NA
"SURVEY","BARLEY","16071",2010,3000,NA
"SURVEY","BARLEY","16073",2010,1600,NA
"SURVEY","BARLEY","16081",2010,27400,NA
"SURVEY","BARLEY","16083",2010,21500,NA
"SURVEY","BARLEY","16087",2010,900,NA
"SURVEY","BARLEY","16ag10",2010,31000,NA
"SURVEY","BARLEY","16ag70",2010,6000,NA
"SURVEY","BARLEY","16ag80",2010,129000,NA
"SURVEY","BARLEY","16ag90",2010,304000,NA
"SURVEY","BEANS, DRY EDIBLE","16",2010,134000,NA
"SURVEY","BEANS, DRY EDIBLE","16027",2010,12900,NA
"SURVEY","BEANS, DRY EDIBLE","16031",2010,11300,NA
"SURVEY","BEANS, DRY EDIBLE","16039",2010,2400,NA
"SURVEY","BEANS, DRY EDIBLE","16053",2010,11400,NA
"SURVEY","BEANS, DRY EDIBLE","16057",2010,20500,NA
"SURVEY","BEANS, DRY EDIBLE","16061",2010,5400,NA
"SURVEY","BEANS, DRY EDIBLE","16067",2010,5800,NA
"SURVEY","BEANS, DRY EDIBLE","16069",2010,23200,NA
"SURVEY","BEANS, DRY EDIBLE","16073",2010,5300,NA
"SURVEY","BEANS, DRY EDIBLE","16075",2010,1900,NA
"SURVEY","BEANS, DRY EDIBLE","16083",2010,25400,NA
"SURVEY","BEANS, DRY EDIBLE","16087",2010,900,NA
"SURVEY","BEANS, DRY EDIBLE","16ag10",2010,52400,NA
"SURVEY","BEANS, DRY EDIBLE","16ag70",2010,24400,NA
"SURVEY","BEANS, DRY EDIBLE","16ag80",2010,56700,NA
"SURVEY","BEANS, DRY EDIBLE","16ag90",2010,500,NA
"SURVEY","BEANS, DRY EDIBLE, BLACK","16",2010,5000,NA
"SURVEY","BEANS, DRY EDIBLE, CHICKPEAS","16",2010,52600,NA
"SURVEY","BEANS, DRY EDIBLE, CHICKPEAS, LARGE","16",2010,36700,NA
"SURVEY","BEANS, DRY EDIBLE, CHICKPEAS, SMALL","16",2010,15900,NA
"SURVEY","BEANS, DRY EDIBLE, CRANBERRY","16",2010,600,NA
"SURVEY","BEANS, DRY EDIBLE, DARK, RED, KIDNEY","16",2010,2000,NA
"SURVEY","BEANS, DRY EDIBLE, GREAT NORTHERN","16",2010,3900,NA
"SURVEY","BEANS, DRY EDIBLE, LIGHT, RED, KIDNEY","16",2010,1700,NA
"SURVEY","BEANS, DRY EDIBLE, NAVY","16",2010,5400,NA
"SURVEY","BEANS, DRY EDIBLE, OTHER","16",2010,2800,NA
"SURVEY","BEANS, DRY EDIBLE, PINK","16",2010,9900,NA
"SURVEY","BEANS, DRY EDIBLE, PINTO","16",2010,40600,NA
"SURVEY","BEANS, DRY EDIBLE, SMALL, RED","16",2010,9100,NA
"SURVEY","BEANS, DRY EDIBLE, SMALL, WHITE","16",2010,400,NA
"SURVEY","CANOLA","16",2010,18400,NA
"SURVEY","CORN, GRAIN","16",2010,110000,NA
"SURVEY","CORN, SILAGE","16",2010,205000,NA
"SURVEY","FIELD CROP TOTALS, PRINCIPAL, INCL POTATOES","16",2010,4233000,NA
"SURVEY","HAY","16",2010,1470000,NA
"SURVEY","HAY & HAYLAGE","16",2010,1500000,NA
"SURVEY","HAY & HAYLAGE, (EXCL ALFALFA)","16",2010,350000,NA
"SURVEY","HAY & HAYLAGE, ALFALFA","16",2010,1150000,NA
"SURVEY","HAY, (EXCL ALFALFA)","16",2010,340000,NA
"SURVEY","HAY, ALFALFA","16",2010,1130000,NA
"SURVEY","HAY, ALFALFA","16001",2010,21800,NA
"SURVEY","HAY, ALFALFA","16003",2010,8000,NA
"SURVEY","HAY, ALFALFA","16005",2010,20400,NA
"SURVEY","HAY, ALFALFA","16007",2010,24500,NA
"SURVEY","HAY, ALFALFA","16011",2010,76900,NA
"SURVEY","HAY, ALFALFA","16013",2010,17200,NA
"SURVEY","HAY, ALFALFA","16015",2010,1200,NA
"SURVEY","HAY, ALFALFA","16017",2010,4300,NA
"SURVEY","HAY, ALFALFA","16019",2010,40400,NA
"SURVEY","HAY, ALFALFA","16021",2010,11000,NA
"SURVEY","HAY, ALFALFA","16023",2010,32900,NA
"SURVEY","HAY, ALFALFA","16025",2010,43600,NA
"SURVEY","HAY, ALFALFA","16027",2010,40800,NA
"SURVEY","HAY, ALFALFA","16029",2010,18900,NA
"SURVEY","HAY, ALFALFA","16031",2010,55300,NA
"SURVEY","HAY, ALFALFA","16033",2010,14500,NA
"SURVEY","HAY, ALFALFA","16035",2010,2500,NA
"SURVEY","HAY, ALFALFA","16037",2010,24600,NA
"SURVEY","HAY, ALFALFA","16039",2010,39200,NA
"SURVEY","HAY, ALFALFA","16041",2010,33500,NA
"SURVEY","HAY, ALFALFA","16043",2010,25900,NA
"SURVEY","HAY, ALFALFA","16045",2010,15900,NA
"SURVEY","HAY, ALFALFA","16047",2010,28900,NA
"SURVEY","HAY, ALFALFA","16049",2010,21000,NA
"SURVEY","HAY, ALFALFA","16051",2010,90400,NA
"SURVEY","HAY, ALFALFA","16053",2010,51300,NA
"SURVEY","HAY, ALFALFA","16055",2010,4500,NA
"SURVEY","HAY, ALFALFA","16057",2010,5800,NA
"SURVEY","HAY, ALFALFA","16059",2010,28600,NA
"SURVEY","HAY, ALFALFA","16061",2010,5800,NA
"SURVEY","HAY, ALFALFA","16063",2010,22500,NA
"SURVEY","HAY, ALFALFA","16065",2010,20100,NA
"SURVEY","HAY, ALFALFA","16067",2010,38000,NA
"SURVEY","HAY, ALFALFA","16069",2010,6400,NA
"SURVEY","HAY, ALFALFA","16071",2010,37900,NA
"SURVEY","HAY, ALFALFA","16073",2010,37100,NA
"SURVEY","HAY, ALFALFA","16075",2010,11800,NA
"SURVEY","HAY, ALFALFA","16077",2010,12700,NA
"SURVEY","HAY, ALFALFA","16081",2010,16800,NA
"SURVEY","HAY, ALFALFA","16083",2010,82200,NA
"SURVEY","HAY, ALFALFA","16085",2010,3200,NA
"SURVEY","HAY, ALFALFA","16087",2010,31000,NA
