commodity,location,year,irrigated,non_irr,total
CARROTS,cmz25,2007,1.08,0.00,1.08
CORN,cmz25,2007,56225.32,68.16,56293.48
CUCUMBERS,cmz25,2007,0.78,0.00,0.78
"FIELD CROPS, OTHER",cmz25,2007,0.00,18.48,18.48
GRASSES & LEGUMES TOTALS,cmz25,2007,2215.26,0.00,2215.26
HAY,cmz25,2007,117927.08,6283.55,124210.63
HAY & HAYLAGE,cmz25,2007,131268.54,6104.48,137373.02
HAYLAGE,cmz25,2007,10388.67,73.00,10461.67
MELONS,cmz25,2007,0.54,0.00,0.54
MINT,cmz25,2007,0.00,200.16,200.16
OATS,cmz25,2007,484.59,18.48,503.07
ONIONS,cmz25,2007,3238.62,0.00,3238.62
PEAS,cmz25,2007,1005.12,697.68,1702.80
POTATOES,cmz25,2007,0.00,18036.81,18036.81
PUMPKINS,cmz25,2007,7.02,0.00,7.02
RASPBERRIES,cmz25,2007,1.08,0.00,1.08
SQUASH,cmz25,2007,17.82,0.00,17.82
SUGARBEETS,cmz25,2007,21179.18,0.00,21179.18
SWEET CORN,cmz25,2007,3955.44,0.00,3955.44
TOMATOES,cmz25,2007,1.02,0.00,1.02
VEGETABLE TOTALS,cmz25,2007,25695.70,0.00,25695.70
WHEAT,cmz25,2007,34417.65,7004.18,41421.83
BARLEY,cmz26,2007,1163.20,140.76,1303.96
BEANS,cmz26,2007,0.00,0.46,0.46
BLACKBERRIES,cmz26,2007,0.71,0.00,0.71
BLUEBERRIES,cmz26,2007,0.34,0.00,0.34
BOYSENBERRIES,cmz26,2007,0.21,0.00,0.21
CARROTS,cmz26,2007,0.11,0.00,0.11
CORN,cmz26,2007,15637.80,190.28,15828.08
CUCUMBERS,cmz26,2007,1.35,0.00,1.35
EGGPLANT,cmz26,2007,0.32,0.00,0.32
"FIELD CROPS, OTHER",cmz26,2007,0.00,51.67,51.67
GARLIC,cmz26,2007,0.36,0.00,0.36
GRASSES & LEGUMES TOTALS,cmz26,2007,2740.60,0.00,2740.60
GREENS,cmz26,2007,0.04,0.00,0.04
HAY,cmz26,2007,222631.96,19513.09,242145.05
HAY & HAYLAGE,cmz26,2007,167326.69,-50430.59,116896.10
HAYLAGE,cmz26,2007,2753.53,1210.15,3963.68
HERBS,cmz26,2007,0.10,0.02,0.12
LETTUCE,cmz26,2007,2.04,0.00,2.04
MELONS,cmz26,2007,2.84,0.00,2.84
MINT,cmz26,2007,0.00,820.58,820.58
OATS,cmz26,2007,160.13,72.38,232.51
ONIONS,cmz26,2007,9039.96,0.00,9039.96
PEAS,cmz26,2007,62.31,0.12,62.43
PEPPERS,cmz26,2007,0.40,0.00,0.40
POTATOES,cmz26,2007,0.00,2476.69,2476.69
PUMPKINS,cmz26,2007,1.13,0.00,1.13
RASPBERRIES,cmz26,2007,0.34,0.00,0.34
RICE,cmz26,2007,372.52,0.00,372.52
SQUASH,cmz26,2007,1.73,0.00,1.73
STRAWBERRIES,cmz26,2007,1.26,0.00,1.26
SUGARBEETS,cmz26,2007,6181.42,0.00,6181.42
SWEET CORN,cmz26,2007,144.37,0.00,144.37
TOMATOES,cmz26,2007,5.16,0.00,5.16
TRITICALE,cmz26,2007,66.74,88.75,155.49
"VEGETABLES, OTHER",cmz26,2007,1.07,0.00,1.07
VEGETABLE TOTALS,cmz26,2007,12375.65,0.00,12375.65
WHEAT,cmz26,2007,13439.37,1084.94,14524.31
WILD RICE,cmz26,2007,627.36,0.00,627.36
ARTICHOKES,cmz31,2007,172.96,0.00,172.96
ASPARAGUS,cmz31,2007,0.48,0.00,0.48
BARLEY,cmz31,2007,622.68,75.00,697.68
BEANS,cmz31,2007,0.00,102.56,102.56
BEETS,cmz31,2007,0.32,0.00,0.32
BLACKBERRIES,cmz31,2007,0.88,0.00,0.88
BROCCOLI,cmz31,2007,455.84,0.00,455.84
CABBAGE,cmz31,2007,1287.85,0.00,1287.85
CARROTS,cmz31,2007,8591.83,0.00,8591.83
CAULIFLOWER,cmz31,2007,168.48,0.00,168.48
CELERY,cmz31,2007,48.64,0.00,48.64
CORN,cmz31,2007,11631.10,0.00,11631.10
COTTON,cmz31,2007,24449.75,0.00,24449.75
CUCUMBERS,cmz31,2007,13.82,0.00,13.82
DAIKON,cmz31,2007,6.88,0.00,6.88
EGGPLANT,cmz31,2007,37.37,0.00,37.37
GARLIC,cmz31,2007,724.70,0.00,724.70
GRASSES & LEGUMES TOTALS,cmz31,2007,91.75,0.00,91.75
GREENS,cmz31,2007,0.64,0.00,0.64
HAY,cmz31,2007,47870.75,910.59,48781.34
HAY & HAYLAGE,cmz31,2007,30618.70,791.42,31410.12
HAYLAGE,cmz31,2007,8051.11,656.50,8707.61
HERBS,cmz31,2007,0.00,9.44,9.44
LETTUCE,cmz31,2007,2061.14,0.00,2061.14
MELONS,cmz31,2007,1730.81,0.00,1730.81
OATS,cmz31,2007,330.18,0.00,330.18
OKRA,cmz31,2007,4.30,0.00,4.30
ONIONS,cmz31,2007,2322.11,0.00,2322.11
PARSLEY,cmz31,2007,118.00,0.00,118.00
PEPPERS,cmz31,2007,1438.58,0.00,1438.58
POTATOES,cmz31,2007,0.00,5391.00,5391.00
PUMPKINS,cmz31,2007,142.30,0.00,142.30
RADISHES,cmz31,2007,0.64,0.00,0.64
RASPBERRIES,cmz31,2007,0.25,0.00,0.25
SAFFLOWER,cmz31,2007,343.75,16.25,360.00
SOD,cmz31,2007,1096.71,0.00,1096.71
SORGHUM,cmz31,2007,2751.36,78.50,2829.86
SPINACH,cmz31,2007,0.31,0.00,0.31
SQUASH,cmz31,2007,109.01,0.00,109.01
STRAWBERRIES,cmz31,2007,54.16,0.00,54.16
SUGARBEETS,cmz31,2007,473.75,0.00,473.75
SWEET CORN,cmz31,2007,436.57,0.00,436.57
TOMATOES,cmz31,2007,3499.81,0.00,3499.81
"VEGETABLES, OTHER",cmz31,2007,777.85,0.00,777.85
VEGETABLE TOTALS,cmz31,2007,32723.73,0.00,32723.73
WHEAT,cmz31,2007,6137.64,1563.25,7700.89
ASPARAGUS,cmz32,2007,1.74,0.00,1.74
BARLEY,cmz32,2007,7374.47,416.52,7790.99
BEANS,cmz32,2007,0.00,0.66,0.66
BEETS,cmz32,2007,0.29,0.00,0.29
BLACKBERRIES,cmz32,2007,0.58,0.00,0.58
CABBAGE,cmz32,2007,0.08,0.00,0.08
CARROTS,cmz32,2007,0.08,0.00,0.08
CORN,cmz32,2007,70.18,0.00,70.18
CUCUMBERS,cmz32,2007,0.69,0.00,0.69
EGGPLANT,cmz32,2007,0.16,0.00,0.16
GARLIC,cmz32,2007,0.71,0.00,0.71
GRASSES & LEGUMES TOTALS,cmz32,2007,240.50,0.00,240.50
GREENS,cmz32,2007,0.08,0.00,0.08
HAY,cmz32,2007,126997.91,15683.33,142681.24
HAY & HAYLAGE,cmz32,2007,157163.13,-79.58,157083.55
HAYLAGE,cmz32,2007,1740.68,3629.08,5369.76
HERBS,cmz32,2007,0.00,0.72,0.72
LETTUCE,cmz32,2007,0.24,0.00,0.24
MELONS,cmz32,2007,2.22,0.00,2.22
MINT,cmz32,2007,0.00,1371.24,1371.24
OATS,cmz32,2007,1146.18,45.64,1191.82
OKRA,cmz32,2007,0.08,0.00,0.08
ONIONS,cmz32,2007,697.16,0.00,697.16
PEAS,cmz32,2007,0.00,0.08,0.08
PEPPERS,cmz32,2007,0.64,0.00,0.64
POTATOES,cmz32,2007,0.00,5185.26,5185.26
PUMPKINS,cmz32,2007,0.84,0.00,0.84
RASPBERRIES,cmz32,2007,0.58,0.00,0.58
RYE,cmz32,2007,21.75,0.00,21.75
SPINACH,cmz32,2007,0.16,0.00,0.16
SQUASH,cmz32,2007,4.06,0.00,4.06
STRAWBERRIES,cmz32,2007,2.90,0.00,2.90
SWEET CORN,cmz32,2007,2.48,0.00,2.48
TOMATOES,cmz32,2007,2.28,0.00,2.28
TRITICALE,cmz32,2007,17.86,23.75,41.61
"VEGETABLES, OTHER",cmz32,2007,1.59,0.00,1.59
VEGETABLE TOTALS,cmz32,2007,8014.75,0.00,8014.75
WHEAT,cmz32,2007,2408.94,131.80,2540.74
WILD RICE,cmz32,2007,3544.56,0.00,3544.56
ARTICHOKES,cmz34,2007,2.40,0.00,2.40
ASPARAGUS,cmz34,2007,11886.04,0.00,11886.04
BARLEY,cmz34,2007,4853.59,8062.61,12916.20
BEANS,cmz34,2007,0.00,262.19,262.19
BEETS,cmz34,2007,2.28,0.00,2.28
"BERRIES, OTHER",cmz34,2007,0.33,0.00,0.33
BLACKBERRIES,cmz34,2007,22.35,0.00,22.35
BLUEBERRIES,cmz34,2007,323.64,0.00,323.64
BOYSENBERRIES,cmz34,2007,8.05,0.00,8.05
BROCCOLI,cmz34,2007,5474.76,0.00,5474.76
BRUSSELS SPROUTS,cmz34,2007,17.40,0.00,17.40
CABBAGE,cmz34,2007,1395.73,0.00,1395.73
CARROTS,cmz34,2007,11251.85,0.00,11251.85
CAULIFLOWER,cmz34,2007,320.18,0.00,320.18
CELERY,cmz34,2007,136.52,0.00,136.52
CORN,cmz34,2007,399824.45,0.00,399824.45
COTTON,cmz34,2007,194464.95,0.00,194464.95
CUCUMBERS,cmz34,2007,3941.57,0.00,3941.57
DAIKON,cmz34,2007,127.59,0.00,127.59
EGGPLANT,cmz34,2007,480.08,0.00,480.08
ESCAROLE & ENDIVE,cmz34,2007,93.04,0.00,93.04
"FIELD CROPS, OTHER",cmz34,2007,212.40,0.30,212.70
GARLIC,cmz34,2007,10880.05,0.00,10880.05
GRASSES & LEGUMES TOTALS,cmz34,2007,10878.72,0.00,10878.72
GREENS,cmz34,2007,45.72,0.00,45.72
HAY,cmz34,2007,513880.60,39964.23,553844.83
HAY & HAYLAGE,cmz34,2007,381011.73,49255.64,430267.37
HAYLAGE,cmz34,2007,147249.99,15946.21,163196.20
HERBS,cmz34,2007,184.00,147.92,331.92
LETTUCE,cmz34,2007,15348.54,0.00,15348.54
MELONS,cmz34,2007,27584.95,0.00,27584.95
MINT,cmz34,2007,0.00,85.20,85.20
OATS,cmz34,2007,11662.65,2869.20,14531.85
OKRA,cmz34,2007,18.97,0.00,18.97
ONIONS,cmz34,2007,10766.93,0.00,10766.93
PARSLEY,cmz34,2007,385.92,0.00,385.92
PEAS,cmz34,2007,0.00,186.78,186.78
PEPPERS,cmz34,2007,6135.11,0.00,6135.11
POTATOES,cmz34,2007,0.00,8852.99,8852.99
PUMPKINS,cmz34,2007,2625.18,0.00,2625.18
RADISHES,cmz34,2007,11.07,0.00,11.07
RASPBERRIES,cmz34,2007,3.27,0.00,3.27
RICE,cmz34,2007,267471.18,0.00,267471.18
RYE,cmz34,2007,219.12,0.00,219.12
SAFFLOWER,cmz34,2007,24944.07,15722.68,40666.75
SOD,cmz34,2007,2850.15,0.00,2850.15
SORGHUM,cmz34,2007,18217.69,1764.94,19982.63
SPINACH,cmz34,2007,1334.92,0.00,1334.92
SQUASH,cmz34,2007,3345.52,0.00,3345.52
STRAWBERRIES,cmz34,2007,163.50,0.00,163.50
SUGARBEETS,cmz34,2007,9547.93,0.00,9547.93
SUNFLOWER,cmz34,2007,17781.65,5220.12,23001.77
SWEET CORN,cmz34,2007,4509.83,0.00,4509.83
SWEET POTATOES,cmz34,2007,0.00,10561.90,10561.90
TOMATOES,cmz34,2007,189338.62,0.00,189338.62
TRITICALE,cmz34,2007,982.30,664.32,1646.62
TURNIPS,cmz34,2007,49.22,0.00,49.22
"VEGETABLES, OTHER",cmz34,2007,1845.28,0.00,1845.28
VEGETABLE TOTALS,cmz34,2007,311429.31,0.00,311429.31
WHEAT,cmz34,2007,138268.55,35743.69,174012.24
WILD RICE,cmz34,2007,9621.01,0.00,9621.01
ASPARAGUS,cmz36,2007,690.02,0.00,690.02
BARLEY,cmz36,2007,5691.22,3183.75,8874.97
BEANS,cmz36,2007,0.00,243.59,243.59
BEETS,cmz36,2007,26.11,0.00,26.11
"BERRIES, OTHER",cmz36,2007,0.67,0.00,0.67
BLACKBERRIES,cmz36,2007,57.11,0.00,57.11
BLUEBERRIES,cmz36,2007,452.54,0.00,452.54
BOYSENBERRIES,cmz36,2007,5.61,0.00,5.61
BROCCOLI,cmz36,2007,3048.64,0.00,3048.64
CABBAGE,cmz36,2007,331.73,0.00,331.73
CARROTS,cmz36,2007,8127.68,0.00,8127.68
CAULIFLOWER,cmz36,2007,2.78,0.00,2.78
CHICORY,cmz36,2007,2.84,0.00,2.84
CORN,cmz36,2007,77351.52,135.30,77486.82
COTTON,cmz36,2007,110003.85,0.00,110003.85
CUCUMBERS,cmz36,2007,214.26,0.00,214.26
DAIKON,cmz36,2007,121.31,0.00,121.31
EGGPLANT,cmz36,2007,451.71,0.00,451.71
ESCAROLE & ENDIVE,cmz36,2007,0.71,0.00,0.71
"FIELD CROPS, OTHER",cmz36,2007,54.76,5.34,60.10
GARLIC,cmz36,2007,7257.24,0.00,7257.24
GRASSES & LEGUMES TOTALS,cmz36,2007,2273.44,0.00,2273.44
GREENS,cmz36,2007,29.89,0.00,29.89
HAY,cmz36,2007,239439.93,36072.24,275512.17
HAY & HAYLAGE,cmz36,2007,224872.87,53598.05,278470.92
HAYLAGE,cmz36,2007,74451.25,13060.82,87512.07
HERBS,cmz36,2007,6.65,34.80,41.45
LETTUCE,cmz36,2007,11892.67,0.00,11892.67
MELONS,cmz36,2007,11944.04,0.00,11944.04
MINT,cmz36,2007,0.00,626.96,626.96
OATS,cmz36,2007,1880.50,3007.67,4888.17
OKRA,cmz36,2007,19.16,0.00,19.16
ONIONS,cmz36,2007,8362.26,0.00,8362.26
PARSLEY,cmz36,2007,142.31,0.00,142.31
PEAS,cmz36,2007,0.00,49.36,49.36
PEPPERS,cmz36,2007,2214.05,0.00,2214.05
POTATOES,cmz36,2007,0.00,10010.16,10010.16
PUMPKINS,cmz36,2007,286.24,0.00,286.24
RADISHES,cmz36,2007,12.38,0.00,12.38
RASPBERRIES,cmz36,2007,12.99,0.00,12.99
RICE,cmz36,2007,127523.46,0.00,127523.46
RYE,cmz36,2007,53.25,0.00,53.25
SAFFLOWER,cmz36,2007,3239.20,1138.00,4377.20
SOD,cmz36,2007,2021.46,0.00,2021.46
SORGHUM,cmz36,2007,9168.57,134.24,9302.81
SPINACH,cmz36,2007,954.38,0.00,954.38
SQUASH,cmz36,2007,1088.98,0.00,1088.98
STRAWBERRIES,cmz36,2007,113.07,0.00,113.07
SUGARBEETS,cmz36,2007,5528.88,0.00,5528.88
SUNFLOWER,cmz36,2007,1797.09,334.88,2131.97
SWEET CORN,cmz36,2007,284.92,0.00,284.92
SWEET POTATOES,cmz36,2007,0.00,5.36,5.36
TOMATOES,cmz36,2007,16756.29,0.00,16756.29
TRITICALE,cmz36,2007,0.00,13.84,13.84
TURNIPS,cmz36,2007,48.50,0.00,48.50
"VEGETABLES, OTHER",cmz36,2007,1480.48,0.00,1480.48
VEGETABLE TOTALS,cmz36,2007,54139.75,0.00,54139.75
WHEAT,cmz36,2007,35963.05,6944.59,42907.64
WILD RICE,cmz36,2007,5696.07,0.00,5696.07
ARTICHOKES,cmz39,2007,7451.53,0.00,7451.53
ASPARAGUS,cmz39,2007,3247.23,0.00,3247.23
BARLEY,cmz39,2007,2394.96,10196.00,12590.96
BEANS,cmz39,2007,0.00,2893.64,2893.64
BEETS,cmz39,2007,263.87,0.00,263.87
"BERRIES, OTHER",cmz39,2007,0.93,0.00,0.93
BLACKBERRIES,cmz39,2007,484.56,0.00,484.56
BLUEBERRIES,cmz39,2007,227.08,0.00,227.08
BOYSENBERRIES,cmz39,2007,7.45,0.00,7.45
BROCCOLI,cmz39,2007,83374.94,0.00,83374.94
BRUSSELS SPROUTS,cmz39,2007,2611.46,0.00,2611.46
CABBAGE,cmz39,2007,11568.56,0.00,11568.56
CANOLA,cmz39,2007,0.48,0.00,0.48
CARROTS,cmz39,2007,8312.36,0.00,8312.36
CAULIFLOWER,cmz39,2007,26233.81,0.00,26233.81
CELERY,cmz39,2007,23454.05,0.00,23454.05
CORN,cmz39,2007,48099.43,0.00,48099.43
COTTON,cmz39,2007,33171.30,0.00,33171.30
CUCUMBERS,cmz39,2007,702.70,0.00,702.70
DAIKON,cmz39,2007,90.11,0.00,90.11
EGGPLANT,cmz39,2007,132.40,0.00,132.40
ESCAROLE & ENDIVE,cmz39,2007,1336.59,0.00,1336.59
"FIELD CROPS, OTHER",cmz39,2007,71.14,3.52,74.66
GARLIC,cmz39,2007,2025.24,0.00,2025.24
GRASSES & LEGUMES TOTALS,cmz39,2007,2315.24,0.00,2315.24
GREENS,cmz39,2007,407.38,0.00,407.38
HAY,cmz39,2007,90234.73,23467.92,113702.65
HAY & HAYLAGE,cmz39,2007,93640.55,26539.17,120179.72
HAYLAGE,cmz39,2007,19929.82,3904.80,23834.62
HERBS,cmz39,2007,0.00,2658.66,2658.66
LETTUCE,cmz39,2007,235997.00,0.00,235997.00
MELONS,cmz39,2007,7327.50,0.00,7327.50
OATS,cmz39,2007,2181.10,1602.30,3783.40
OKRA,cmz39,2007,26.86,0.00,26.86
ONIONS,cmz39,2007,8940.93,0.00,8940.93
PARSLEY,cmz39,2007,684.07,0.00,684.07
PEAS,cmz39,2007,0.00,1393.70,1393.70
PEPPERS,cmz39,2007,13535.87,0.00,13535.87
POTATOES,cmz39,2007,0.00,695.83,695.83
PUMPKINS,cmz39,2007,1358.18,0.00,1358.18
RADISHES,cmz39,2007,7.62,0.00,7.62
RASPBERRIES,cmz39,2007,1460.69,0.00,1460.69
RICE,cmz39,2007,1362.56,0.00,1362.56
RYE,cmz39,2007,44.88,0.00,44.88
SAFFLOWER,cmz39,2007,895.83,554.83,1450.66
SOD,cmz39,2007,1974.03,0.00,1974.03
SORGHUM,cmz39,2007,2045.92,305.58,2351.50
SPINACH,cmz39,2007,20733.86,0.00,20733.86
SQUASH,cmz39,2007,2550.87,0.00,2550.87
STRAWBERRIES,cmz39,2007,19519.69,0.00,19519.69
SUGARBEETS,cmz39,2007,2346.45,0.00,2346.45
SWEET CORN,cmz39,2007,5739.82,0.00,5739.82
SWEET POTATOES,cmz39,2007,0.00,2162.74,2162.74
TOMATOES,cmz39,2007,24275.91,0.00,24275.91
TRITICALE,cmz39,2007,62.70,0.00,62.70
TURNIPS,cmz39,2007,10.70,0.00,10.70
"VEGETABLES, OTHER",cmz39,2007,11457.06,0.00,11457.06
VEGETABLE TOTALS,cmz39,2007,256828.02,0.00,256828.02
WHEAT,cmz39,2007,7247.04,6253.45,13500.49
BEANS,cmz45,2007,0.00,16.87,16.87
BEETS,cmz45,2007,11.97,0.00,11.97
BLACKBERRIES,cmz45,2007,6.39,0.00,6.39
BLUEBERRIES,cmz45,2007,17.76,0.00,17.76
BROCCOLI,cmz45,2007,8.58,0.00,8.58
CABBAGE,cmz45,2007,0.73,0.00,0.73
CARROTS,cmz45,2007,20.74,0.00,20.74
CAULIFLOWER,cmz45,2007,1.12,0.00,1.12
CHICORY,cmz45,2007,0.88,0.00,0.88
CORN,cmz45,2007,754.81,63.00,817.81
CRANBERRIES,cmz45,2007,44.60,0.00,44.60
CUCUMBERS,cmz45,2007,11.16,0.00,11.16
EGGPLANT,cmz45,2007,4.04,0.00,4.04
ESCAROLE & ENDIVE,cmz45,2007,0.22,0.00,0.22
"FIELD CROPS, OTHER",cmz45,2007,13.44,0.56,14.00
GARLIC,cmz45,2007,13.45,0.00,13.45
GREENS,cmz45,2007,6.85,0.00,6.85
HAY,cmz45,2007,2916.20,3315.08,6231.28
HAY & HAYLAGE,cmz45,2007,9940.18,8556.34,18496.52
HAYLAGE,cmz45,2007,1891.35,4009.15,5900.50
HERBS,cmz45,2007,3.15,10.18,13.33
LETTUCE,cmz45,2007,114.55,0.00,114.55
MELONS,cmz45,2007,34.80,0.00,34.80
OATS,cmz45,2007,0.00,551.04,551.04
ONIONS,cmz45,2007,17.25,0.00,17.25
PARSLEY,cmz45,2007,0.28,0.00,0.28
PEAS,cmz45,2007,0.00,2.09,2.09
PEPPERS,cmz45,2007,15.38,0.00,15.38
POTATOES,cmz45,2007,0.00,21.34,21.34
PUMPKINS,cmz45,2007,74.76,0.00,74.76
RASPBERRIES,cmz45,2007,4.81,0.00,4.81
SPINACH,cmz45,2007,0.45,0.00,0.45
SQUASH,cmz45,2007,57.29,0.00,57.29
STRAWBERRIES,cmz45,2007,6.16,0.00,6.16
SWEET CORN,cmz45,2007,17.78,0.00,17.78
TOMATOES,cmz45,2007,70.67,0.00,70.67
TURNIPS,cmz45,2007,0.56,0.00,0.56
"VEGETABLES, OTHER",cmz45,2007,26.40,0.00,26.40
VEGETABLE TOTALS,cmz45,2007,600.11,0.00,600.11
BARLEY,cmz46,2007,193.47,11884.15,12077.62
BEANS,cmz46,2007,0.00,11.40,11.40
BEETS,cmz46,2007,0.58,0.00,0.58
BLACKBERRIES,cmz46,2007,1.32,0.00,1.32
CABBAGE,cmz46,2007,0.29,0.00,0.29
CANOLA,cmz46,2007,46.98,780.83,827.81
CARROTS,cmz46,2007,4.70,0.00,4.70
CORN,cmz46,2007,33.35,0.00,33.35
CUCUMBERS,cmz46,2007,2.68,0.00,2.68
EGGPLANT,cmz46,2007,0.29,0.00,0.29
"FIELD CROPS, OTHER",cmz46,2007,81.00,0.00,81.00
GARLIC,cmz46,2007,3.94,0.00,3.94
GRASSES & LEGUMES TOTALS,cmz46,2007,10189.53,0.00,10189.53
HAY,cmz46,2007,4881.05,31541.67,36422.72
HAY & HAYLAGE,cmz46,2007,6886.81,45422.19,52309.00
HAYLAGE,cmz46,2007,159.60,1038.89,1198.49
HERBS,cmz46,2007,0.00,0.64,0.64
LENTILS,cmz46,2007,0.00,9890.74,9890.74
MELONS,cmz46,2007,0.29,0.00,0.29
MUSTARD,cmz46,2007,290.50,0.00,290.50
OATS,cmz46,2007,87.30,895.52,982.82
ONIONS,cmz46,2007,2.15,0.00,2.15
PEAS,cmz46,2007,0.00,1763.97,1763.97
PEPPERS,cmz46,2007,1.45,0.00,1.45
POTATOES,cmz46,2007,0.00,7.82,7.82
PUMPKINS,cmz46,2007,0.35,0.00,0.35
RASPBERRIES,cmz46,2007,8.84,0.00,8.84
SQUASH,cmz46,2007,21.70,0.00,21.70
STRAWBERRIES,cmz46,2007,10.28,0.00,10.28
SWEET CORN,cmz46,2007,68.08,0.00,68.08
TOMATOES,cmz46,2007,3.74,0.00,3.74
TRITICALE,cmz46,2007,0.00,676.03,676.03
"VEGETABLES, OTHER",cmz46,2007,3.90,0.00,3.90
VEGETABLE TOTALS,cmz46,2007,641.10,0.00,641.10
WHEAT,cmz46,2007,1050.70,33902.23,34952.93
ASPARAGUS,cmz47,2007,37.86,0.00,37.86
BARLEY,cmz47,2007,1209.64,72544.80,73754.44
BEANS,cmz47,2007,0.00,385.69,385.69
BEETS,cmz47,2007,1.20,0.00,1.20
BLACKBERRIES,cmz47,2007,2.19,0.00,2.19
BLUEBERRIES,cmz47,2007,0.05,0.00,0.05
BROCCOLI,cmz47,2007,0.30,0.00,0.30
CABBAGE,cmz47,2007,0.60,0.00,0.60
CANOLA,cmz47,2007,611.91,8481.51,9093.42
CARROTS,cmz47,2007,218.06,0.00,218.06
CORN,cmz47,2007,3339.06,93.54,3432.60
CUCUMBERS,cmz47,2007,8.41,0.00,8.41
EGGPLANT,cmz47,2007,0.72,0.00,0.72
ESCAROLE & ENDIVE,cmz47,2007,0.12,0.00,0.12
"FIELD CROPS, OTHER",cmz47,2007,323.46,413.76,737.22
GARLIC,cmz47,2007,5.79,0.00,5.79
"GRASSES & LEGUMES, OTHER",cmz47,2007,88.50,0.00,88.50
GRASSES & LEGUMES TOTALS,cmz47,2007,46091.36,0.00,46091.36
GREENS,cmz47,2007,0.12,0.00,0.12
HAY,cmz47,2007,23932.08,56709.17,80641.25
HAY & HAYLAGE,cmz47,2007,30798.28,86353.16,117151.44
HAYLAGE,cmz47,2007,473.57,2080.26,2553.83
HERBS,cmz47,2007,0.00,0.72,0.72
LENTILS,cmz47,2007,0.00,59345.77,59345.77
LETTUCE,cmz47,2007,1.20,0.00,1.20
MELONS,cmz47,2007,194.85,0.00,194.85
MINT,cmz47,2007,0.00,1223.46,1223.46
MUSTARD,cmz47,2007,2496.24,0.00,2496.24
OATS,cmz47,2007,176.15,8364.42,8540.57
ONIONS,cmz47,2007,683.30,0.00,683.30
PEAS,cmz47,2007,151.62,46448.95,46600.57
PEPPERS,cmz47,2007,4.98,0.00,4.98
POTATOES,cmz47,2007,0.00,4533.70,4533.70
PUMPKINS,cmz47,2007,4.90,0.00,4.90
RAPESEED,cmz47,2007,408.38,0.00,408.38
RASPBERRIES,cmz47,2007,11.99,0.00,11.99
SQUASH,cmz47,2007,44.20,0.00,44.20
STRAWBERRIES,cmz47,2007,20.40,0.00,20.40
SUGARBEETS,cmz47,2007,361.08,0.00,361.08
SWEET CORN,cmz47,2007,1513.29,0.00,1513.29
TOMATOES,cmz47,2007,13.73,0.00,13.73
TRITICALE,cmz47,2007,0.00,1504.62,1504.62
"VEGETABLES, OTHER",cmz47,2007,7.20,0.00,7.20
VEGETABLE TOTALS,cmz47,2007,16161.39,0.00,16161.39
WHEAT,cmz47,2007,9552.63,295365.44,304918.07
ASPARAGUS,cmz49,2007,3565.52,0.00,3565.52
BARLEY,cmz49,2007,888.74,5172.35,6061.09
BEANS,cmz49,2007,0.00,887.73,887.73
BEETS,cmz49,2007,0.02,0.00,0.02
BLACKBERRIES,cmz49,2007,0.38,0.00,0.38
BLUEBERRIES,cmz49,2007,9.30,0.00,9.30
BROCCOLI,cmz49,2007,0.03,0.00,0.03
BUCKWHEAT,cmz49,2007,1744.20,0.00,1744.20
CABBAGE,cmz49,2007,0.01,0.00,0.01
CANOLA,cmz49,2007,1614.37,995.38,2609.75
CARROTS,cmz49,2007,1151.40,0.00,1151.40
CORN,cmz49,2007,88266.42,17.68,88284.10
CUCUMBERS,cmz49,2007,65.41,0.00,65.41
EGGPLANT,cmz49,2007,3.05,0.00,3.05
ESCAROLE & ENDIVE,cmz49,2007,0.11,0.00,0.11
"FIELD CROPS, OTHER",cmz49,2007,4255.79,127.89,4383.68
GARLIC,cmz49,2007,2.70,0.00,2.70
GRASSES & LEGUMES TOTALS,cmz49,2007,23270.23,0.00,23270.23
GREENS,cmz49,2007,0.11,0.00,0.11
HAY,cmz49,2007,100364.75,4606.25,104971.00
HAY & HAYLAGE,cmz49,2007,128284.42,5335.13,133619.55
HAYLAGE,cmz49,2007,9130.62,462.50,9593.12
HERBS,cmz49,2007,0.00,0.78,0.78
HOPS,cmz49,2007,7541.15,0.00,7541.15
LETTUCE,cmz49,2007,0.04,0.00,0.04
MELONS,cmz49,2007,155.10,0.00,155.10
MINT,cmz49,2007,0.00,9372.45,9372.45
MUSTARD,cmz49,2007,100.58,0.00,100.58
OATS,cmz49,2007,2.93,400.92,403.85
ONIONS,cmz49,2007,16542.26,0.00,16542.26
PEAS,cmz49,2007,1543.63,1520.80,3064.43
PEPPERS,cmz49,2007,88.59,0.00,88.59
POTATOES,cmz49,2007,0.00,87029.72,87029.72
PUMPKINS,cmz49,2007,44.55,0.00,44.55
RASPBERRIES,cmz49,2007,0.59,0.00,0.59
SQUASH,cmz49,2007,204.36,0.00,204.36
STRAWBERRIES,cmz49,2007,0.04,0.00,0.04
SUGARBEETS,cmz49,2007,1390.92,0.00,1390.92
SWEET CORN,cmz49,2007,51305.92,0.00,51305.92
TOMATOES,cmz49,2007,59.00,0.00,59.00
TRITICALE,cmz49,2007,310.96,798.19,1109.15
"VEGETABLES, OTHER",cmz49,2007,127.03,0.00,127.03
VEGETABLE TOTALS,cmz49,2007,124954.80,0.00,124954.80
WHEAT,cmz49,2007,54632.45,80904.11,135536.56
ASPARAGUS,cmz50,2007,2145.27,0.00,2145.27
